auroc,auprc,brier_score,sensitivity,specificity,ppv,npv,f1,threshold,tp,fp,tn,fn,n_total,n_positive,event_rate,alert_count,manual_review_count,stage,group_col,group_value,sensitivity_gap_vs_overall,auroc_gap_vs_overall,brier_gap_vs_overall,unstable_estimate
0.8223111348932238,0.7626657991604954,0.16712832097926386,0.6142433234421365,0.8586065573770492,0.75,0.7632058287795993,0.6753670473083198,0.49626415393692785,207,69,419,130,825,337,0.4084848484848485,292,236,t12,has_diabetes_label,no,-0.004804295605482567,-0.004597732101850105,0.0008898710618373828,False
0.8473022524882138,0.8351974987691038,0.16204334348305013,0.6385542168674698,0.8695652173913043,0.8153846153846154,0.7272727272727273,0.7162162162162162,0.49626415393692785,53,12,80,30,175,83,0.4742857142857143,71,44,t12,has_diabetes_label,yes,0.019506597819850757,0.02039338549313985,-0.0041951064343763445,False
0.8119644014852361,0.7237495328910373,0.17092083320093185,0.6127659574468085,0.850415512465374,0.7272727272727273,0.7713567839195979,0.6651270207852193,0.49626415393692785,144,54,307,91,596,235,0.39429530201342283,206,172,t12,has_hypertension_label,no,-0.006281661600810562,-0.014944465509837856,0.00468238328350537,False
0.8476119955572011,0.8410417179354093,0.15933077556849273,0.6270270270270271,0.8767123287671232,0.8111888111888111,0.735632183908046,0.7073170731707317,0.49626415393692785,116,27,192,69,404,185,0.45792079207920794,157,108,t12,has_hypertension_label,yes,0.007979407979407993,0.020703128562127193,-0.0069076743489337455,False
0.7680952380952382,0.5938736239558783,0.16595790241035277,0.15714285714285714,0.9833333333333333,0.7857142857142857,0.75,0.2619047619047619,0.49626415393692785,11,3,177,59,250,70,0.28,21,78,t12,sofa_quartile,q1_lowest,-0.46190476190476193,-0.05881362889983577,-0.00028054750707370846,False
0.8053816338700059,0.6802453706553282,0.16048086899295028,0.44871794871794873,0.9011627906976745,0.6730769230769231,0.7828282828282829,0.5384615384615384,0.49626415393692785,35,17,155,43,250,78,0.312,57,81,t12,sofa_quartile,q2,-0.17032967032967034,-0.02152723312506799,-0.005757580924476202,False
0.8205769230769231,0.7792578573626553,0.1739512565429959,0.6666666666666666,0.8153846153846154,0.7692307692307693,0.726027397260274,0.7142857142857143,0.49626415393692785,80,24,106,40,250,120,0.48,111,72,t12,sofa_quartile,q3,0.04761904761904756,-0.00633194391815084,0.007712806625569418,False
0.8307599355531687,0.8697548916291651,0.16456377172340686,0.881578947368421,0.6224489795918368,0.783625730994152,0.7721518987341772,0.8297213622291022,0.49626415393692785,134,37,61,18,250,152,0.608,174,49,t12,sofa_quartile,q4_highest,0.26253132832080195,0.0038510685580948056,-0.0016746781940196187,False
0.8191861955067058,0.7416965748913267,0.1612310739563206,0.5665024630541872,0.8901734104046243,0.7516339869281046,0.7777777777777778,0.6460674157303371,0.49626415393692785,115,38,308,88,549,203,0.3697632058287796,169,156,t12,transfused_label,no,-0.0525451559934319,-0.007722671488368138,-0.00500737596110587,False
0.8267359880263107,0.8079708257634777,0.1723339031383735,0.6682027649769585,0.8162393162393162,0.7712765957446809,0.7262357414448669,0.7160493827160493,0.49626415393692785,145,43,191,72,451,217,0.4811529933481153,194,124,t12,transfused_label,yes,0.04915514592933945,-0.00017287896876327924,0.006095453220947011,False
