auroc,auprc,brier_score,sensitivity,specificity,ppv,npv,f1,threshold,tp,fp,tn,fn,n_total,n_positive,event_rate,alert_count,manual_review_count,stage,group_col,group_value,sensitivity_gap_vs_overall,auroc_gap_vs_overall,brier_gap_vs_overall,unstable_estimate
0.8440335558979627,0.8298797012108422,0.16391730414810374,0.6767676767676768,0.8050847457627118,0.7444444444444445,0.7480314960629921,0.708994708994709,0.49626415393692785,67,23,95,32,217,99,0.45622119815668205,98,89,t24,has_notes_x_admission_urgency,no_notes+elective,-0.027994227994228016,-0.015338365284303213,0.013145178424584264,False
0.8531513970110461,0.8975486909079495,0.14103528906216306,0.9506172839506173,0.5,0.8020833333333334,0.8260869565217391,0.8700564971751412,0.49626415393692785,77,19,19,4,119,81,0.680672268907563,96,23,t24,has_notes_x_admission_urgency,no_notes+emergency,0.24585537918871248,-0.006220524171219766,-0.009736836661356413,False
0.8311966475244452,0.7147371847250513,0.14816347213287648,0.5058823529411764,0.9234828496042217,0.7478260869565218,0.8064516129032258,0.6035087719298246,0.49626415393692785,86,29,350,84,549,170,0.30965391621129323,131,124,t24,has_notes_x_admission_urgency,with_notes+elective,-0.19887955182072836,-0.028175273657820687,-0.0026086535906429953,False
0.8593650793650793,0.8802778530974852,0.14849674020899456,0.9428571428571428,0.6,0.7857142857142857,0.8709677419354839,0.8571428571428571,0.49626415393692785,66,18,27,4,115,70,0.6086956521739131,86,14,t24,has_notes_x_admission_urgency,with_notes+emergency,0.23809523809523803,-6.841817186575838e-06,-0.0022753855145249136,False
0.8012987012987013,0.6332199009624647,0.18690267866963348,0.45454545454545453,0.8857142857142857,0.7142857142857143,0.7209302325581395,0.5555555555555556,0.49626415393692785,10,4,31,12,57,22,0.38596491228070173,18,22,t24,has_notes_x_surgery_type,no_notes+abdominal,-0.2502164502164503,-0.05807321988356462,0.036130552946114,False
0.8438375350140056,0.9299482337592497,0.12338323667704118,1.0,0.21428571428571427,0.8225806451612904,1.0,0.9026548672566371,0.49626415393692785,102,22,6,0,130,102,0.7846153846153846,123,7,t24,has_notes_x_surgery_type,no_notes+cardiac,0.2952380952380952,-0.015534386168260306,-0.027388889046478293,False
0.7683284457478006,0.5009059567883097,0.1756694959287757,0.18181818181818182,0.9032258064516129,0.4,0.7567567567567568,0.25,0.49626415393692785,2,3,28,9,42,11,0.2619047619047619,5,24,t24,has_notes_x_surgery_type,no_notes+orthopaedic,-0.522943722943723,-0.09104347543446534,0.02489737020525623,True
0.8215053763440859,0.8063898002869526,0.17085852446114844,0.6666666666666666,0.7903225806451613,0.6976744186046512,0.765625,0.6818181818181818,0.49626415393692785,30,13,49,15,107,45,0.4205607476635514,48,59,t24,has_notes_x_surgery_type,no_notes+vascular,-0.03809523809523818,-0.03786654483817997,0.020086398737628963,False
0.8448992644707387,0.776820068962088,0.15619368534792177,0.5943396226415094,0.8983050847457628,0.7777777777777778,0.7871287128712872,0.6737967914438503,0.49626415393692785,63,18,159,43,283,106,0.3745583038869258,92,60,t24,has_notes_x_surgery_type,with_notes+abdominal,-0.1104222821203954,-0.014472656711527199,0.0054215596244023,False
0.7904667328699106,0.8936657026894357,0.14468614011785286,0.9811320754716981,0.3684210526315789,0.8125,0.875,0.8888888888888888,0.49626415393692785,52,12,7,1,72,53,0.7361111111111112,64,7,t24,has_notes_x_surgery_type,with_notes+cardiac,0.2763701707097933,-0.06890518831235526,-0.006085985605666616,False
0.793351302785265,0.5798649877587266,0.14062383883059293,0.2653061224489796,0.9559748427672956,0.65,0.8085106382978723,0.37681159420289856,0.49626415393692785,13,7,152,36,208,49,0.23557692307692307,27,43,t24,has_notes_x_surgery_type,with_notes+orthopaedic,-0.4394557823129252,-0.06602061839700091,-0.010148286892926545,False
